company_name,arabic_name,sector,sub_sector,city,country,website,email,phone,linkedin_url,employees,founded_year,description,is_startup,is_listed,tags
D360 Bank,بنك D360,Financials,Digital Banking / Neobank,Riyadh,Saudi Arabia,https://www.d360.com,N/A,N/A,https://www.linkedin.com/company/d360bank,201-500,2021,"D360 Bank is Saudi Arabia's first fully Sharia-compliant digital bank, licensed by the Saudi Central Bank (SAMA). It delivers fast, smart, and seamless banking services entirely through a digital platform with no physical branches. The bank targets retail customers looking for a modern Islamic banking experience.",True,False,"digital bank, neobank, Islamic banking, Sharia-compliant, SAMA licensed, mobile-first"
urpay,يورباي,Financials,Digital Payments / Neobank,Riyadh,Saudi Arabia,https://www.urpay.sa,info@urpay.com.sa,N/A,https://www.linkedin.com/company/urpay,51-200,2019,"urpay is a Saudi digital wallet and neobank app that enables users to send money, pay bills, and manage finances from their smartphones. It is backed by Arab National Bank (ANB) and is licensed by SAMA. The platform focuses on providing accessible and seamless digital financial services to individuals across Saudi Arabia.",True,False,"digital wallet, neobank, mobile payments, fintech, ANB backed, SAMA licensed"
Meem Digital Bank,ميم,Financials,Digital Banking / Neobank,Al Khobar,Saudi Arabia,https://www.meem.com.sa,N/A,+966 920 026 336,https://www.linkedin.com/company/meembank,51-200,2015,"Meem is one of Saudi Arabia's earliest digital banking platforms, launched by Gulf International Bank (GIB). It offers a fully app-based banking experience including accounts, savings, and payments with no need to visit a branch. Meem targets tech-savvy retail customers seeking a convenient and paperless banking solution.",False,False,"digital bank, neobank, mobile banking, GIB, Islamic banking, fintech"
Al Raedah Digital,الرائدة الرقمية,Financials,Digital SME Lending / Fintech,Riyadh,Saudi Arabia,https://www.alraedahdigital.com,N/A,N/A,https://www.linkedin.com/company/alraedah-digital,51-200,2017,Al Raedah Digital is a Saudi fintech company specializing in digital lending and financial solutions for small and medium enterprises (SMEs). It leverages data-driven technology to provide fast and accessible financing products to underserved businesses in Saudi Arabia. The company is licensed by SAMA and plays a key role in supporting the Kingdom's Vision 2030 goals for SME development.,True,False,"SME lending, digital lending, fintech, SAMA licensed, Vision 2030, alternative finance"
STV (Saudi Technology Ventures),ستيفي - السعودية للمشاريع التقنية,Financials,Venture Capital,Riyadh,Saudi Arabia,https://www.stv.vc,N/A,N/A,https://www.linkedin.com/company/stv-vc,51-200,2018,"STV is the largest venture capital firm in the Middle East with $1.4B+ in assets under management. The firm has backed leading digital champions including Tabby, Careem, and Salla, focusing on technology-driven companies across the MENA region.",False,False,"Venture Capital, Technology, MENA, Digital, Growth Equity"
Saudi Venture Capital Company (SVC),شركة السعودية للمشاريع الريادية,Financials,Venture Capital / Fund of Funds,Riyadh,Saudi Arabia,https://www.svc.com.sa,N/A,N/A,https://www.linkedin.com/company/saudi-venture-capital,51-100,2018,"SVC is a government-backed fund of funds that has invested in 65+ private capital funds covering venture capital, private equity, venture debt, and private debt. Its portfolio funds have collectively invested in 1,000+ startups and SMEs across Saudi Arabia and the MENA region.",False,False,"Fund of Funds, Venture Capital, Private Equity, SME, Government-Backed"
Sanabil Investments,سنابل للاستثمارات,Financials,Private Equity / Venture Capital,Riyadh,Saudi Arabia,https://www.sanabil.com,N/A,N/A,https://www.linkedin.com/company/sanabil-investments,51-200,2008,"Sanabil Investments is a wholly owned subsidiary of the Public Investment Fund (PIF) of Saudi Arabia, focused on alternative investments globally including venture capital, private equity, and real assets. It is one of the largest LP investors in the MENA region, with a significant global portfolio.",False,False,"Private Equity, Venture Capital, PIF, Alternative Investments, Global LP"
Raed Ventures,رائد فنتشرز,Financials,Venture Capital,Riyadh,Saudi Arabia,https://www.raed.vc,info@raed.vc,N/A,https://www.linkedin.com/company/raed-ventures,11-50,2015,"Raed Ventures is a Saudi-based early-stage venture capital firm that partners with exceptional founders building breakthrough companies across the MENA region. The firm focuses on scalable and impactful businesses, investing from seed to Series A stages.",False,False,"Venture Capital, Early Stage, Seed, Series A, MENA, Founders"
Wa'ed Ventures,واعد فنتشرز,Financials,Corporate Venture Capital,Dhahran,Saudi Arabia,https://www.waed.com,N/A,N/A,https://www.linkedin.com/company/waed-ventures,11-50,2011,"Wa'ed Ventures is Saudi Aramco's entrepreneurship center and corporate venture capital arm, supporting Saudi entrepreneurs through venture funding, loans, and business support services. It focuses on building a diversified, knowledge-driven economy aligned with Saudi Vision 2030.",False,False,"Corporate VC, Aramco, Entrepreneurship, Vision 2030, Energy Tech"
Seedra Ventures,سيدرا فنتشرز,Financials,Venture Capital,Riyadh,Saudi Arabia,https://www.seedra.vc,N/A,N/A,https://www.linkedin.com/company/seedra-ventures,11-50,2019,"Seedra Ventures is a Saudi-based early-stage venture capital firm investing in pre-seed and seed stage technology startups in Saudi Arabia and the broader MENA region. The firm focuses on empowering local tech entrepreneurs to build scalable, innovative businesses.",False,False,"Venture Capital, Pre-Seed, Seed, Technology, Startups, MENA"
Impact46,إمباكت 46,Financials,Venture Capital / Growth Equity,Riyadh,Saudi Arabia,https://www.impact46.vc,N/A,N/A,https://www.linkedin.com/company/impact46,11-50,2019,"Impact46 is a Saudi Arabia-based venture capital firm that invests in high-growth startups across the MENA region. The firm focuses on Series A and growth-stage companies across fintech, health tech, and consumer internet sectors, contributing to the Saudi Vision 2030 goals.",False,False,"Venture Capital, Growth Equity, Series A, Fintech, HealthTech, Vision 2030"
Saudi German Health,مستشفيات السعودي الألماني,Health Care,Multi-Specialty Hospital,Jeddah,Saudi Arabia,https://www.sghgroup.com,N/A,+966 12 682 0000,https://www.linkedin.com/company/saudi-german-hospital,"10,000+",1988,"Saudi German Health is one of the largest private hospital groups in the Middle East and North Africa, operating a network of multi-specialty hospitals across Saudi Arabia and the wider region. Founded in Jeddah, the group provides comprehensive medical services spanning over 55 specialties including oncology, cardiac care, and orthopedics. It is internationally accredited and plays a key role in advancing private healthcare under Saudi Vision 2030.",False,False,"Multi-Specialty Hospital, Private Healthcare, MENA, Vision 2030, Accredited"
Mouwasat Medical Services,شركة مواساة للخدمات الطبية,Health Care,Hospital Network & Medical Services,Riyadh,Saudi Arabia,https://www.mouwasat.com,info@mouwasat.com,+966 13 814 4444,https://www.linkedin.com/company/mouwasat-medical-services,"5,000–10,000",1982,"Mouwasat Medical Services is a leading Saudi healthcare company operating a network of hospitals and medical centers primarily in the Eastern Province and Riyadh. The company delivers advanced care built on high-quality healthcare supported by trusted international and local accreditations, with comprehensive medical services and cutting-edge technology. Mouwasat is publicly listed on the Saudi Stock Exchange (Tadawul) and is a key pillar of the Kingdom's private healthcare ecosystem.",False,True,"Hospital Network, Tadawul Listed, Eastern Province, Accredited, Private Healthcare"
Dr. Sulaiman Al Habib Medical Group,مجموعة د. سليمان الحبيب الطبية,Health Care,Multi-Specialty Hospital & Medical Centers,Riyadh,Saudi Arabia,https://www.hmg.com.sa,N/A,+966 920 002 020,https://www.linkedin.com/company/dr-sulaiman-al-habib-medical-group,"15,000+",1995,"Dr. Sulaiman Al Habib Medical Group (HMG) is one of Saudi Arabia's fastest-growing and most recognized private healthcare conglomerates, operating a wide network of hospitals, medical centers, and pharmacies across the Kingdom. The group is known for its patient-first approach, cutting-edge medical technology, and internationally accredited facilities offering over 60 medical specialties. HMG is listed on the Saudi Stock Exchange (Tadawul) and has been expanding aggressively in line with Vision 2030 healthcare privatization goals.",False,True,"Multi-Specialty, Tadawul Listed, Hospital Group, Private Healthcare, Vision 2030"
Al Hammadi Company for Development and Investment,شركة الحمادي للتطوير والاستثمار,Health Care,Private Hospital,Riyadh,Saudi Arabia,https://www.alhammadihospital.com,N/A,+966 11 299 9999,https://www.linkedin.com/company/al-hammadi-hospital,"2,000–5,000",1990,"Al Hammadi Company for Development and Investment owns and operates a group of private hospitals in Riyadh, providing a wide range of specialty medical services to patients across Saudi Arabia. The company is publicly listed on the Saudi Stock Exchange (Tadawul) and operates multiple hospital branches in the capital, including Al Hammadi Hospital Al Nuzha and Al Olaya. It focuses on delivering high-quality, patient-centered healthcare in a modern environment.",False,True,"Private Hospital, Tadawul Listed, Riyadh, Multi-Branch, Specialty Care"
Dallah Healthcare Company,شركة دله للرعاية الصحية,Health Care,Private Hospital & Healthcare Services,Riyadh,Saudi Arabia,https://www.dallah-hospital.com,N/A,+966 11 479 1111,https://www.linkedin.com/company/dallah-healthcare,"2,000–5,000",1986,"Dallah Healthcare Company is a prominent Saudi private healthcare provider operating Dallah Hospital, one of Riyadh's most well-known and trusted medical institutions. The company offers a comprehensive range of inpatient and outpatient services, emphasizing quality as its highest priority in patient care. Listed on the Saudi Stock Exchange, Dallah Healthcare continues to expand its service portfolio and infrastructure in line with the Kingdom's healthcare transformation agenda.",False,True,"Private Hospital, Tadawul Listed, Riyadh, Quality Care, Inpatient/Outpatient"
King Faisal Specialist Hospital and Research Centre,مستشفى الملك فيصل التخصصي ومركز الأبحاث,Health Care,Specialist Hospital & Medical Research,Riyadh,Saudi Arabia,https://www.kfshrc.edu.sa,N/A,+966 11 442 7777,https://www.linkedin.com/company/king-faisal-specialist-hospital-and-research-center,"10,000+",1975,"King Faisal Specialist Hospital and Research Centre (KFSH&RC) is one of the world's premier tertiary and quaternary care institutions, providing highly specialized medical treatment and conducting cutting-edge medical research in Saudi Arabia. Operating across multiple campuses including Riyadh, Jeddah, and Madinah, the hospital is internationally renowned for its expertise in oncology, organ transplantation, cardiology, and genetics. It functions under the direct patronage of the Saudi government and is a cornerstone of the Kingdom's national health system.",False,False,"Specialist Hospital, Medical Research, Government, Tertiary Care, Oncology, Transplantation"
National Guard Health Affairs,الشؤون الصحية للحرس الوطني,Health Care,Government Hospital Network,Riyadh,Saudi Arabia,https://www.ngha.med.sa,N/A,+966 11 252 0088,https://www.linkedin.com/company/national-guard-health-affairs,"30,000+",1983,"National Guard Health Affairs (NGHA) is a comprehensive government healthcare system operating under the Saudi Arabian National Guard, serving National Guard personnel, their dependents, and eligible civilians. NGHA operates a major network of hospitals and primary healthcare centers led by King Abdulaziz Medical City (KAMC) in Riyadh, Jeddah, and Al Ahsa. It is one of the largest healthcare systems in Saudi Arabia and is accredited by the Joint Commission International (JCI).",False,False,"Government Healthcare, Hospital Network, JCI Accredited, KAMC, National Guard"
Security Forces Hospital,مستشفى قوى الأمن,Health Care,Government Specialist Hospital,Riyadh,Saudi Arabia,https://www.sfh.med.sa,N/A,+966 11 888 4000,https://www.linkedin.com/company/security-forces-hospital-program,"5,000–10,000",1984,"Security Forces Hospital (SFH) is a government-owned tertiary care hospital in Riyadh serving the Ministry of Interior's security personnel and their families, as well as the general public. The hospital provides a broad range of advanced medical and surgical services across numerous specialties, supported by modern diagnostic and treatment technologies. SFH is accredited by the Saudi Central Board for Accreditation of Healthcare Institutions (CBAHI) and is recognized for its commitment to clinical excellence.",False,False,"Government Hospital, Tertiary Care, CBAHI Accredited, Ministry of Interior, Specialist Care"
Saudi Pharmaceutical Industries & Medical Appliances Corporation (SPIMACO),الشركة السعودية للصناعات الدوائية والمستلزمات الطبية,Health Care,Pharmaceutical Manufacturing,Riyadh,Saudi Arabia,https://www.spimaco.com.sa,Info@spimaco.sa,+966 1 498 0000,https://www.linkedin.com/company/spimaco,"1,000–5,000",1986,"SPIMACO is one of the largest pharmaceutical manufacturers in Saudi Arabia and the Arab world, producing a wide range of medicines including antibiotics, cardiovascular, and dermatological products. It operates state-of-the-art manufacturing facilities in Al-Qassim and distributes across the MENA region. The company is publicly listed on the Saudi Stock Exchange (Tadawul).",False,True,"Pharmaceutical Manufacturing, Generic Drugs, MENA Distribution, Tadawul Listed, Al-Qassim"
SAJA Pharmaceuticals,ساجا للصناعات الدوائية,Health Care,Pharmaceutical Manufacturing,Jeddah,Saudi Arabia,https://www.sajapharma.com,N/A,+966 12 608 0514,https://www.linkedin.com/company/saja-pharmaceuticals,"500–1,000",1990,"SAJA Pharmaceuticals is a leading Saudi pharmaceutical company based in Jeddah, specializing in the manufacturing and marketing of generic and branded medicines. The company serves both local and regional markets with a diverse portfolio spanning multiple therapeutic areas. SAJA operates under strict GMP standards and is committed to quality healthcare solutions.",False,False,"Generic Pharmaceuticals, Branded Medicines, GMP Certified, Jeddah, Regional Export"
Tabuk Pharmaceutical Manufacturing Company,شركة تبوك للصناعات الدوائية,Health Care,Pharmaceutical Manufacturing,Tabuk,Saudi Arabia,https://www.tabukpharma.com,info@tabukpharma.com,+966 14 423 3555,https://www.linkedin.com/company/tabuk-pharmaceutical-manufacturing-company,"500–1,000",1996,"Tabuk Pharmaceutical Manufacturing Company is a publicly listed Saudi pharma firm specializing in the production of generic drugs and active pharmaceutical ingredients (APIs). The company has a strong domestic presence and exports to over 30 countries across the Arab world, Africa, and Asia. It is listed on the Saudi Stock Exchange (Tadawul).",False,True,"Pharmaceutical Manufacturing, API Production, Generic Drugs, Tadawul Listed, Export Markets"
Jamjoom Pharma,جمجوم فارما,Health Care,Pharmaceutical Manufacturing,Jeddah,Saudi Arabia,https://www.jamjoompharma.com,info@jamjoompharma.com,+966 12 635 4444,https://www.linkedin.com/company/jamjoom-pharma,"500–1,000",1992,"Jamjoom Pharma is a prominent Saudi pharmaceutical manufacturer based in Jeddah, producing a broad range of over-the-counter and prescription medicines. The company focuses on high-quality generic and specialty pharmaceutical products distributed across Saudi Arabia and neighboring GCC countries. It adheres to international manufacturing standards including WHO-GMP certification.",False,True,"OTC Medicines, Prescription Drugs, WHO-GMP, GCC Distribution, Specialty Pharma"
Al-Dawaa Medical Services Company,شركة الدواء للخدمات الطبية,Health Care,Pharmaceutical Retail & Distribution,Riyadh,Saudi Arabia,https://www.aldawaa.com.sa,customerservice@aldawaa.com.sa,+966 800 244 0000,https://www.linkedin.com/company/al-dawaa-pharmacies,"5,000–10,000",1986,"Al-Dawaa Medical Services Company is one of the largest pharmacy chains and pharmaceutical distributors in Saudi Arabia, operating hundreds of retail pharmacy outlets across the Kingdom. The company offers a comprehensive range of pharmaceutical products, healthcare supplies, and medical services to consumers. It is listed on the Saudi Stock Exchange (Tadawul) and plays a pivotal role in the healthcare retail sector.",False,True,"Pharmacy Chain, Pharmaceutical Distribution, Retail Healthcare, Tadawul Listed, Consumer Health"
GlaxoSmithKline Saudi Arabia (GSK),غلاكسو سميث كلاين السعودية,Health Care,Multinational Pharmaceutical,Jeddah,Saudi Arabia,https://www.gsk.com/en-gb/locations/saudi-arabia/,saudi.safety@gsk.com,+966 12 653 6666,https://www.linkedin.com/company/gsk,200–500,1975,"GlaxoSmithKline (GSK) Saudi Arabia is the local subsidiary of the global pharmaceutical giant, headquartered in Jeddah. The company markets and distributes a wide portfolio of prescription medicines, vaccines, and consumer healthcare products throughout the Kingdom. GSK Saudi Arabia operates in compliance with SFDA regulations and supports local healthcare initiatives aligned with Vision 2030.",False,False,"Multinational Pharma, Vaccines, Consumer Healthcare, Prescription Medicines, SFDA Compliant"
Saudi Arabian Healthcare Company (Hayat Pharma),شركة حياة للأدوية,Health Care,Pharmaceutical Manufacturing,Riyadh,Saudi Arabia,https://www.hayatpharma.com.sa,info@hayatpharma.com.sa,+966 11 265 0000,N/A,100–500,2005,"Hayat Pharma is a Saudi pharmaceutical company focused on the development and manufacturing of generic medicines serving local and regional markets. The company invests in modern production technology and R&D to deliver high-quality, affordable healthcare solutions. It operates under strict SFDA-approved quality management systems.",False,False,"Generic Medicines, Pharma Manufacturing, SFDA Approved, Affordable Healthcare, R&D"
Sanofi Saudi Arabia,سانوفي المملكة العربية السعودية,Health Care,Multinational Pharmaceutical,Riyadh,Saudi Arabia,https://www.sanofi.com/en/our-science/saudi-arabia,N/A,+966 11 488 9444,https://www.linkedin.com/company/sanofi,200–500,1980,"Sanofi Saudi Arabia is the local arm of the global French pharmaceutical leader, operating across a broad range of therapeutic areas including diabetes, cardiovascular, oncology, and rare diseases. The company is deeply invested in supporting Saudi Arabia's Vision 2030 health transformation agenda and local clinical research. Sanofi collaborates with national health authorities to expand access to innovative medicines.",False,False,"Multinational Pharma, Diabetes, Oncology, Rare Diseases, Vision 2030"
National Unified Procurement Company (NUPCO),الشركة الوطنية الموحدة للمشتريات,Health Care,Medical Devices Distribution & Procurement,Riyadh,Saudi Arabia,https://www.nupco.com,info@nupco.com,+966 920018184,https://www.linkedin.com/company/nupco,1000-5000,2015,"NUPCO is the national unified procurement company for health care products in Saudi Arabia, established to serve the Ministry of Health and government health sectors. It centralizes the procurement of pharmaceuticals, medical devices, and medical supplies across the Kingdom. NUPCO is considered one of the largest health care procurement entities in the Middle East.",False,False,"Medical Devices, Procurement, Healthcare Supply Chain, Government, Pharmaceuticals"
Cigalah Group,مجموعة سيجالة,Health Care,Medical Devices & Pharmaceutical Distribution,Jeddah,Saudi Arabia,https://www.cigalah.com,N/A,+966-12-6148001,https://www.linkedin.com/company/cigalah-group,1000-5000,1950,"Cigalah Group is one of Saudi Arabia's leading distribution conglomerates, operating across pharmaceuticals and medical devices with a vast distribution network. Their sales force covers the majority of wholesale and retail outlets Kingdom-wide, including over 8,000 pharmacies and key medical outlets. The group is a major importer and distributor of international medical device brands throughout the Kingdom.",False,False,"Medical Devices, Pharmaceutical Distribution, Healthcare, FMCG, Retail"
Al Mawarid Medical Company,شركة الموارد الطبية,Health Care,Medical Devices & Equipment,Riyadh,Saudi Arabia,https://www.almawaridmedical.com,info@almawaridmedical.com,+966 11 476 7777,https://www.linkedin.com/company/al-mawarid-medical,200-500,1994,"Al Mawarid Medical Company is a Saudi-based distributor and supplier of medical devices, surgical instruments, and hospital equipment. The company serves hospitals, clinics, and health care facilities across the Kingdom with a wide portfolio of international medical device brands. It is known for its strong after-sales service and technical support offerings.",False,False,"Medical Devices, Surgical Instruments, Hospital Equipment, Healthcare Distribution"
Attieh Medico,عطية ميديكو,Health Care,Medical Devices & Disposables,Riyadh,Saudi Arabia,https://www.attieh-medico.com,info@attieh-medico.com,+966 11 419 1919,https://www.linkedin.com/company/attieh-medico,500-1000,1980,"Attieh Medico is a well-established Saudi medical devices and disposables company, distributing a wide range of hospital consumables and medical equipment throughout the Kingdom. The company represents numerous global medical device manufacturers and serves both public and private health care sectors. Attieh Medico is widely recognized as one of the most reliable medical distribution companies in Saudi Arabia.",False,False,"Medical Devices, Disposables, Hospital Supplies, Healthcare Distribution, Consumables"
Nahda Medical Company,شركة نهضة للتجهيزات الطبية,Health Care,Medical Equipment & Devices,Riyadh,Saudi Arabia,https://www.nahdamedical.com,info@nahdamedical.com,+966 11 462 6666,https://www.linkedin.com/company/nahda-medical,200-500,1992,"Nahda Medical Company specializes in the supply and distribution of medical equipment, imaging devices, and diagnostic tools to hospitals and clinics in Saudi Arabia. The company represents several internationally recognized brands in the fields of radiology, cardiology, and surgical equipment. Nahda Medical is known for its comprehensive maintenance and technical support services across the Kingdom.",False,False,"Medical Equipment, Imaging Devices, Diagnostics, Radiology, Healthcare"
Gulf Health Trading Company (GHTS),شركة الخليج للتجارة الصحية,Health Care,Medical Devices & Healthcare Trading,Riyadh,Saudi Arabia,https://www.ghts.com.sa,info@ghts.com.sa,+966 11 231 2222,https://www.linkedin.com/company/gulf-health-trading,100-300,1998,"Gulf Health Trading Company (GHTS) is a Saudi-based health care trading company specializing in the import and distribution of medical devices, laboratory equipment, and hospital supplies. GHTS serves a diverse client base including major hospitals, medical centers, and research institutions across the GCC. The company prides itself on offering a broad product portfolio from reputable global manufacturers.",False,False,"Medical Devices, Laboratory Equipment, Hospital Supplies, Healthcare Trading, GCC"
Al Nila Medical Company,شركة النيلة الطبية,Health Care,Medical Devices & Surgical Equipment,Jeddah,Saudi Arabia,https://www.alnilamedical.com,info@alnilamedical.com,+966 12 660 0044,https://www.linkedin.com/company/al-nila-medical,50-200,2001,"Al Nila Medical Company is a Jeddah-based supplier of medical devices, surgical instruments, and sterilization equipment serving hospitals, clinics, and health care facilities in the Western Region of Saudi Arabia. The company focuses on bringing high-quality, certified medical devices from global manufacturers to the Saudi market. Al Nila Medical also offers maintenance, calibration, and after-sales support for the equipment it supplies.",False,False,"Medical Devices, Surgical Equipment, Sterilization, Healthcare, Jeddah"
Arabian Medical Company (AMC),الشركة العربية للأجهزة الطبية,Health Care,Medical Devices & Healthcare Solutions,Riyadh,Saudi Arabia,https://www.arabianmedco.com,info@arabianmedco.com,+966 11 465 7700,https://www.linkedin.com/company/arabian-medical-company,200-500,1985,"Arabian Medical Company (AMC) is one of the pioneering medical device companies in Saudi Arabia, distributing a comprehensive range of diagnostic, surgical, and critical care equipment. The company represents world-renowned medical device brands and serves both government and private health care institutions across the Kingdom. AMC is also active in providing training, technical support, and equipment maintenance services.",False,False,"Medical Devices, Diagnostics, Critical Care, Surgical Equipment, Healthcare Solutions"
Sehhaty,صحتي,Health Care,Telemedicine / Digital Health Platform,Riyadh,Saudi Arabia,https://www.sehhaty.com.sa,N/A,N/A,https://www.linkedin.com/company/sehhaty,50-200,2020,"Sehhaty is an official Saudi Ministry of Health digital platform offering telemedicine, appointment booking, and health services to citizens and residents. It supports virtual consultations, vaccination tracking, and chronic disease management. The platform is a cornerstone of Saudi Arabia's Vision 2030 digital health transformation.",False,False,"telemedicine, government health platform, digital health, Vision 2030, appointment booking"
Vezeeta,فيزيتا,Health Care,Doctor Appointment Booking / Telemedicine,Riyadh,Saudi Arabia,https://www.vezeeta.com,N/A,N/A,https://www.linkedin.com/company/vezeeta,200-500,2012,"Vezeeta is a leading digital healthcare platform operating across Saudi Arabia and the MENA region, enabling patients to find, book, and review doctors online. The platform supports insurance coverage matching and offers telemedicine services. It connects millions of patients with verified healthcare providers.",True,False,"doctor booking, telemedicine, health marketplace, MENA, insurance integration"
Shezlong,شيزلونج,Health Care,Online Mental Health / Telepsychiatry,Riyadh,Saudi Arabia,https://www.shezlong.com,N/A,N/A,https://www.linkedin.com/company/shezlong,50-150,2014,"Shezlong is the Arab world's first and largest online mental health platform, connecting patients with licensed psychologists and therapists via video and chat. The platform serves users in Saudi Arabia and across the Arab region with confidential, accessible mental wellness services. It addresses the growing demand for psychological support in the MENA market.",True,False,"mental health, telepsychiatry, online therapy, psychology, MENA"
Cura,كيورا,Health Care,Telemedicine / Virtual Doctor Consultation,Riyadh,Saudi Arabia,https://www.cura.com.sa,N/A,N/A,https://www.linkedin.com/company/cura-sa,50-200,2017,"Cura is a Saudi-based telemedicine startup that connects patients with licensed physicians for on-demand video and text consultations. The platform enables prescription issuance, medical referrals, and health record management digitally. Cura is one of the pioneering telehealth companies operating under Saudi Vision 2030 health digitization initiatives.",True,False,"telemedicine, virtual consultation, e-prescription, digital health, on-demand healthcare"
Al Tibbi,الطبي,Health Care,Online Medical Consultation / Health Information,Riyadh,Saudi Arabia,https://www.altibbi.com,N/A,N/A,https://www.linkedin.com/company/altibbi,100-300,2012,"Al Tibbi is one of the largest Arabic-language digital health platforms providing online medical consultations, trusted health information, and specialist access to patients across Saudi Arabia and the Arab world. It facilitates direct physician-patient communication through a structured Q&A and telemedicine model. The platform serves millions of users seeking reliable medical guidance in Arabic.",True,False,"online consultation, Arabic health platform, telemedicine, medical Q&A, patient engagement"
NPHIES,نفيس,Health Care,Health Information Exchange / InsurTech,Riyadh,Saudi Arabia,https://www.nphies.sa,support@nphies.sa,+966 50804645,https://www.linkedin.com/company/nphies,50-200,2020,"NPHIES (National Platform for Health Information Exchange in Saudi Arabia) is a government-backed digital infrastructure that facilitates seamless exchange of health and insurance information between providers and payers. The platform connects hospitals, clinics, and insurance companies to streamline claims and improve care quality. It is a foundational component of Saudi Arabia's national health digitization strategy.",False,False,"health information exchange, InsurTech, e-claims, interoperability, Vision 2030"
Healthigo,هيلثيغو,Health Care,Digital Health / Wellness Platform,Riyadh,Saudi Arabia,https://www.healthigo.com,contactus@healthigo.com,N/A,https://www.linkedin.com/company/healthigo,10-50,2018,"Healthigo is a Saudi-based digital health and wellness platform offering health monitoring, telemedicine services, and preventive care tools to users across the Kingdom. The startup focuses on empowering individuals to manage their health proactively through technology-driven solutions. It targets both consumers and corporate wellness programs in the Saudi market.",True,False,"wellness, preventive care, digital health, corporate wellness, health monitoring"
DrNow,دكتور ناو,Health Care,On-Demand Telemedicine,Jeddah,Saudi Arabia,https://www.drnow.com.sa,N/A,N/A,https://www.linkedin.com/company/drnow-sa,10-50,2019,"DrNow is a Saudi telemedicine startup providing on-demand access to certified physicians via mobile app for video and chat consultations. The platform enables users to receive instant medical advice, prescriptions, and specialist referrals from the comfort of their homes. It is designed to reduce pressure on physical healthcare facilities in Saudi Arabia.",True,False,"telemedicine, on-demand doctor, mobile health, virtual care, e-prescription"
Eon Aligner,إيون ألاينر,Health Care,Dental Clinics / Clear Aligner Solutions,Riyadh,Saudi Arabia,https://www.eonaligner.com,info@eonaligner.com,N/A,https://www.linkedin.com/company/eon-dental,201-500,2017,"Eon Aligner is a Saudi-born clear aligner company providing end-to-end orthodontic solutions to dental clinics and enterprises. With a network of over 3,000 doctors across the region, it combines AI-powered treatment planning with premium aligner manufacturing. The company is headquartered in Riyadh and serves markets across the Middle East and beyond.",False,False,"Clear Aligners, Orthodontics, HealthTech, Dental, Saudi Arabia"
Balsam Specialized Dental Centers,مراكز بلسم لطب الأسنان المتخصصة,Health Care,Dental Clinics / Specialized Dental Chain,Riyadh,Saudi Arabia,https://www.balsamdental.com.sa,info@balsamdental.com.sa,N/A,N/A,51-200,2005,"Balsam Specialized Dental Centers is a Saudi-based chain of dental clinics offering a wide range of dental services including orthodontics, implants, cosmetic dentistry, and pediatric dentistry. The chain operates multiple branches across major Saudi cities including Riyadh and Jeddah. It is known for its patient-centered approach and use of modern dental technologies.",False,False,"Dental Chain, Orthodontics, Implants, Cosmetic Dentistry, Riyadh"
National Dental Center (NDC),المركز الوطني لطب الأسنان,Health Care,Dental Clinics / Specialized Dental Chain,Riyadh,Saudi Arabia,https://www.ndc.com.sa,info@ndc.com.sa,+966-11-4793333,N/A,51-200,1999,"National Dental Center (NDC) is one of Saudi Arabia's established specialized dental chains, offering comprehensive dental care including general dentistry, cosmetic procedures, oral surgery, and orthodontics. The center is staffed by a team of specialist dentists and operates in key cities across the Kingdom. NDC is recognized for its high standards of clinical care and modern facilities.",False,False,"Dental Chain, Oral Surgery, Orthodontics, General Dentistry, Riyadh"
Orthoclinic Dental Centers,مراكز أورثوكلينيك لطب الأسنان,Health Care,Dental Clinics / Orthodontic-Focused Chain,Riyadh,Saudi Arabia,https://www.orthoclinic.com.sa,info@orthoclinic.com.sa,N/A,N/A,51-200,2008,"Orthoclinic Dental Centers is a Saudi dental chain with a strong focus on orthodontic treatments including braces, clear aligners, and retainers, alongside general dental services. The group operates branches in Riyadh and other Saudi cities, catering to both adult and pediatric patients. It is known for its specialist orthodontist team and modern clinical environments.",False,False,"Orthodontics, Clear Aligners, Dental Chain, Pediatric Dentistry, Saudi Arabia"
Asnan Tower Dental Centers,مراكز أسنان تاور لطب الأسنان,Health Care,Dental Clinics / Multi-Branch Dental Chain,Jeddah,Saudi Arabia,https://www.asnantower.com,info@asnantower.com,+966-12-6690000,N/A,201-500,2003,"Asnan Tower Dental Centers is a well-established multi-branch dental chain in Saudi Arabia, offering a full spectrum of dental services including implants, veneers, whitening, orthodontics, and pediatric dentistry. Headquartered in Jeddah, the group has expanded to multiple cities and is renowned for high-quality cosmetic and restorative dental care. The chain invests in the latest dental technologies and specialist dental teams.",False,False,"Dental Chain, Implants, Cosmetic Dentistry, Jeddah, Orthodontics"
